0
"Link(url='https://www.pewresearch.org', text='Home', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-13/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/?attachment_id=29363', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-15/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/acknowledgments-23/', text='Next: Acknowledgments', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/methodology-17/', text='Page 3', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/#christmas-in-public-life', text='Christmas in public life', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/#christmas-commemorations-and-beliefs', text='Christmas commemorations and beliefs', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/04/26/in-america-does-more-education-equal-less-religion/', text='PublicationsApr 26, 2017In America, Does More Education Equal Less Religion?', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/', text='PublicationsNov 8, 2017Orthodox Christianity in the 21st Century', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/08/31/u-s-protestants-are-not-defined-by-reformation-era-controversies-500-years-later/', text='PublicationsAug 31, 2017U.S. Protestants Are Not Defined by Reformation-Era Controversies 500 Years Later', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/02/15/americans-express-increasingly-warm-feelings-toward-religious-groups/', text='PublicationsFeb 15, 2017Americans Express Increasingly Warm Feelings Toward Religious Groups', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2015/11/03/u-s-public-becoming-less-religious/', text='PublicationsNov 3, 2015U.S. Public Becoming Less Religious', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/topics/topics_christians-and-christianity/', text='Christians and Christianity', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=the-changing-categories-the-u-s-has-used-to-measure-race', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/25/the-changing-categories-the-u-s-has-used-to-measure-race/', text='The changing categories the U.S. census has used to measure race', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=when-it-comes-to-raising-the-minimum-wage-most-of-the-action-is-in-cities-and-states-not-congress', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/24/when-it-comes-to-raising-the-minimum-wage-most-of-the-action-is-in-cities-and-states-not-congress/', text='When it comes to raising the minimum wage, most of the action is in cities and states, not Congress', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=the-share-of-immigrant-workers-in-high-skill-jobs-is-rising-in-the-u-s', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/24/the-share-of-immigrant-workers-in-high-skill-jobs-is-rising-in-the-u-s/', text='The share of immigrant workers in high-skill jobs is rising in the U.S.', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/', text='Most Adults Aware of 2020 Census and Ready to Respond, but Don’t Know Key Details', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=more-than-half-of-americans-say-marriage-is-important-but-not-essential-to-leading-a-fulfilling-life', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/14/more-than-half-of-americans-say-marriage-is-important-but-not-essential-to-leading-a-fulfilling-life/', text='More than half of Americans say marriage is important but not essential to leading a fulfilling life', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=6-facts-about-economic-inequality-in-the-u-s', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/07/6-facts-about-economic-inequality-in-the-u-s/', text='6 facts about economic inequality in the U.S.', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=what-census-calls-us', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/interactives/what-census-calls-us/', text='What Census Calls Us', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=most-black-adults-say-race-is-central-to-their-identity-and-feel-connected-to-a-broader-black-community', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/05/most-black-adults-say-race-is-central-to-their-identity-and-feel-connected-to-a-broader-black-community/', text='Most black adults say race is central to their identity and feel connected to a broader black community', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=key-findings-on-gains-made-by-women-amid-a-rising-demand-for-skilled-workers', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/01/30/key-findings-on-gains-made-by-women-amid-a-rising-demand-for-skilled-workers/', text='Key findings on gains made by women amid a rising demand for skilled workers', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=women-make-gains-in-the-workplace-amid-a-rising-demand-for-skilled-workers', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/01/30/women-make-gains-in-the-workplace-amid-a-rising-demand-for-skilled-workers/', text='Women Make Gains in the Workplace Amid a Rising Demand for Skilled Workers', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/2/?programs=social-trends', text='Page2', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/3/?programs=social-trends', text='Page3', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/4/?programs=social-trends', text='Page4', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/5/?programs=social-trends', text='Page5', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/6/?programs=social-trends', text='Page6', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/7/?programs=social-trends', text='Page7', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/8/?programs=social-trends', text='Page8', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/9/?programs=social-trends', text='Page9', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/10/?programs=social-trends', text='Page10', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/mgvimevi-monastery-church-georgia/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/pf_11-08-17_orthodoxy-00-new-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fn-29043-1', text='1', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/pf_11-08-17_orthodoxy-00-new-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fn-29043-2', text='2', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fn-29043-3', text='3', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2014/11/13/religion-in-latin-america/', text='Latin America', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2010/04/15/executive-summary-islam-and-christianity-in-sub-saharan-africa/', text='sub-Saharan Africa', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2012/08/09/the-worlds-muslims-unity-and-diversity-executive-summary/', text='Muslims elsewhere in the world', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/pf_11-08-17_orthodoxy-00-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christians-are-highly-religious-in-ethiopia-much-less-so-in-former-soviet-union#orthodoxy-in-ethiopia', text='see this sidebar', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/pf_11-08-17_orthodoxy-00-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/05/10/religious-belief-and-national-belonging-in-central-and-eastern-europe/', text='surveys conducted by Pew Research Center in 2015-2016', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2011/12/19/global-christianity-exec/', text='Global Christianity', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2015/04/02/religious-projections-2010-2050/', text='The Future of World Religions: Population Growth Projections, 2010-2050', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/pf_11-08-17_orthodoxy-00-new-05/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2015/09/02/u-s-catholics-open-to-non-traditional-families/', text='priests to get married', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/pf_11-08-17_orthodoxy-00-05/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2015/09/02/chapter-4-expectations-of-the-church/#catholic-desires-for-change', text='59% of Catholics', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christians-support-key-church-policies-are-lukewarm-toward-reconciling-with-roman-catholic-church', text='see Chapter 3', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/pf_11-08-17_orthodoxy-00-new2-00/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fn-29043-4', text='4', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/05/10/views-on-role-of-russia-in-the-region-and-the-soviet-union/', text='toward Russia', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fn-29043-5', text='5', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fn-29043-6', text='6', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/religious-landscape-study/', text='Religious Landscape Study', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianitys-geographic-center-remains-in-central-and-eastern-europe', text='Chapter 1', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fn-29043-7', text='7', fragment='', nofollow=False)"
"Link(url='http://www.nytimes.com/2012/12/04/science/bartholomew-i-of-constantinoples-bold-green-stance.html', text='environmentalist stance of Patriarch Bartholomew of Constantinople', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-take-socially-conservative-views-on-gender-issues-homosexuality', text='see Chapter 4', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2017/05/11/orthodox-christians-in-central-and-eastern-europe-favor-strong-role-for-russia-in-geopolitics-religion/', text='for Russia', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christians-are-highly-religious-in-ethiopia-much-less-so-in-former-soviet-union/', text='see Chapter 2', fragment='', nofollow=False)"
"Link(url='http://www.worldchristiandatabase.org/wcd/', text='World Christian Database', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fnref-29043-1', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fnref-29043-2', text='↩', fragment='', nofollow=False)"
"Link(url='http://referenceworks.brillonline.com/entries/encyclopedia-of-christianity/orthodox-missions-O209?s.num=0&s.f.s2_parent=s.f.book.encyclopedia-of-christianity&s.q=luke+veronis', text='Eastern Orthodox Missions', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/11/08/orthodox-christianity-in-the-21st-century/#fnref-29043-3', text='↩', fragment='', nofollow=False)"
"Link(url='https://w2.vatican.va/content/paul-vi/en/speeches/1965/documents/hf_p-vi_spe_19651207_common-declaration.html', text='Joint Catholic-Orthodox Declaration of His Holiness Pope Paul VI and the Ecumenical Patriarch Athenagoras I', fragment='', nofollow=False)"
